pokedex_number,pokemon_name,type_1,type_2,shape,height,weight,bmi,hit_points,attack,defense,special_attack,special_defense,speed,total_stats,mean,standard_deviation,capture_rate,generation,base_happiness,base_experience,exp_type,exp_to_level_100,can_evolve,evolves_from,final_evolution,mega_evolution,is_default,baby_pokemon,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,genus,egg_group_1,egg_group_2,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
681,Aegislash Blade Form,Steel,Ghost,Blob,1.7,53.0,18.3,50,140,70,140,70,60,530,88.33,37.16,45,6,70,234,Medium Fast,1000000,False,Doublade,False,False,False,False,False,False,True,False,False,False,0.5,Royal Sword ,Mineral,,20,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
681,Aegislash Shield Form,Steel,Ghost,Blob,1.7,53.0,18.3,50,70,140,70,140,60,530,88.33,37.16,45,6,70,234,Medium Fast,1000000,False,Doublade,False,False,True,False,False,False,True,False,False,False,0.5,Royal Sword ,Mineral,,20,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.0,2.0,0.5,0.5,0.25,0.5,2.0,0.5,2.0,0.5,0.5
682,Spritzee,Fairy,,Arms,0.2,0.5,12.5,78,52,60,63,65,23,341,56.83,16.98,200,6,70,68,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Perfume ,Fairy,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
683,Aromatisse,Fairy,,Humanoid,0.8,15.5,24.2,101,72,72,99,89,29,462,77.0,24.35,140,6,70,162,Medium Fast,1000000,False,Spritzee,True,False,True,False,False,False,False,False,False,False,0.5,Fragrance ,Fairy,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
684,Swirlix,Fairy,,Legs,0.4,3.5,21.9,62,48,66,59,57,49,341,56.83,6.52,200,6,70,68,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Cotton Candy ,Fairy,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
685,Slurpuff,Fairy,,Humanoid,0.8,5.0,7.8,82,80,86,85,75,72,480,80.0,5.07,140,6,70,168,Medium Fast,1000000,False,Swirlix,True,False,True,False,False,False,False,False,False,False,0.5,Meringue ,Fairy,,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
686,Inkay,Dark,Psychic,Tentacles,0.4,3.5,21.9,53,54,53,37,46,45,288,48.0,6.06,190,6,70,58,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Revolving ,Water 1,Water 2,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
687,Malamar,Dark,Psychic,Blob,1.5,47.0,20.9,86,92,88,68,75,73,482,80.33,8.77,80,6,70,169,Medium Fast,1000000,False,Inkay,True,False,True,False,False,False,False,False,False,False,0.5,Overturning ,Water 1,Water 2,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
688,Binacle,Rock,Water,Heads,0.5,31.0,124.0,42,52,67,39,56,50,306,51.0,9.2,120,6,70,61,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Two-Handed ,Water 3,,20,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
689,Barbaracle,Rock,Water,Heads,1.3,96.0,56.8,72,105,115,54,86,68,500,83.33,21.23,45,6,70,175,Medium Fast,1000000,False,Binacle,True,False,True,False,False,False,False,False,False,False,0.5,Collective ,Water 3,,20,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
690,Skrelp,Poison,Water,Blob,0.5,7.3,29.2,50,60,60,60,60,30,320,53.33,11.06,225,6,70,64,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Mock Kelp ,Water 1,Dragon,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
691,Dragalge,Poison,Dragon,Blob,1.8,81.5,25.2,65,75,90,97,123,44,494,82.33,25.0,55,6,70,173,Medium Fast,1000000,False,Skrelp,True,False,True,False,False,False,False,False,False,False,0.5,Mock Kelp ,Water 1,Dragon,20,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
692,Clauncher,Water,,Armor,0.5,8.3,33.2,50,53,62,58,63,44,330,55.0,6.73,225,6,70,66,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Water Gun ,Water 1,Water 3,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
693,Clawitzer,Water,,Squiggle,1.3,35.3,20.9,71,73,88,120,89,59,500,83.33,19.36,55,6,70,100,Slow,1250000,False,Clauncher,True,False,True,False,False,False,False,False,False,False,0.5,Howitzer ,Water 1,Water 3,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
694,Helioptile,Electric,Normal,Upright,0.5,6.0,24.0,44,38,33,61,43,70,289,48.17,13.03,190,6,70,58,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Generator ,Monster,Dragon,20,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
695,Heliolisk,Electric,Normal,Upright,1.0,21.0,21.0,62,55,52,109,94,109,481,80.17,24.53,75,6,70,168,Medium Fast,1000000,False,Helioptile,True,False,True,False,False,False,False,False,False,False,0.5,Generator ,Monster,Dragon,20,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
696,Tyrunt,Rock,Dragon,Upright,0.8,26.0,40.6,58,89,77,45,45,48,362,60.33,16.97,45,6,70,72,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.125,Royal Heir ,Monster,Dragon,30,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
697,Tyrantrum,Rock,Dragon,Upright,2.5,270.0,43.2,82,121,119,69,59,71,521,86.83,24.39,45,6,70,182,Medium Fast,1000000,False,Tyrunt,True,False,True,False,False,False,False,False,False,False,0.125,Despot ,Monster,Dragon,30,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0
698,Amaura,Rock,Ice,Quadruped,1.3,25.2,14.9,77,59,50,67,63,46,362,60.33,10.35,45,6,70,72,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.125,Tundra ,Monster,,30,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
699,Aurorus,Rock,Ice,Quadruped,2.7,225.0,30.9,123,77,72,99,92,58,521,86.83,20.94,45,6,70,104,Medium Fast,1000000,False,Amaura,True,False,True,False,False,False,False,False,False,False,0.125,Tundra ,Monster,,30,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
700,Sylveon,Fairy,,Quadruped,1.0,23.5,23.5,95,65,65,110,130,60,525,87.5,26.26,45,6,70,184,Medium Fast,1000000,False,Eevee,True,False,True,False,False,False,False,False,False,False,0.125,Intertwining ,Field,,35,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
701,Hawlucha,Fighting,Flying,Humanoid,0.8,21.5,33.6,78,92,75,74,63,118,500,83.33,17.68,100,6,70,175,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Wrestling ,Flying,Human-Like,20,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,1.0,2.0
702,Dedenne,Electric,Fairy,Upright,0.2,2.2,55.0,67,58,57,81,67,101,431,71.83,15.24,180,6,70,151,Medium Fast,1000000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Antenna ,Field,Fairy,20,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
703,Carbink,Rock,Fairy,Ball,0.3,5.7,63.3,50,50,150,50,150,50,500,83.33,47.14,60,6,70,100,Slow,1250000,False,,True,False,True,False,False,False,False,False,False,True,0.0,Jewel ,Fairy,Mineral,25,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
704,Goomy,Dragon,,Squiggle,0.3,2.8,31.1,45,50,35,55,75,40,300,50.0,12.91,45,6,35,60,Slow,1250000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Soft Tissue ,Dragon,,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
705,Sliggoo,Dragon,,Squiggle,0.8,17.5,27.3,68,75,53,83,113,60,452,75.33,19.43,45,6,35,158,Slow,1250000,True,Goomy,False,False,True,False,False,False,False,False,False,False,0.5,Soft Tissue ,Dragon,,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
706,Goodra,Dragon,,Upright,2.0,150.5,37.6,90,100,70,110,150,80,600,100.0,25.82,45,6,35,270,Slow,1250000,False,Sliggoo,True,False,True,False,False,False,False,False,False,False,0.5,Dragon ,Dragon,,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
707,Klefki,Steel,Fairy,Ball,0.2,3.0,75.0,57,80,91,80,87,75,470,78.33,10.86,75,6,70,165,Fast,800000,False,,True,False,True,False,False,False,False,False,False,False,0.5,Key Ring ,Mineral,,20,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
708,Phantump,Ghost,Grass,Arms,0.4,7.0,43.8,43,70,48,50,60,38,309,51.5,10.67,120,6,70,62,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Stump ,Grass,Amorphous,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
709,Trevenant,Ghost,Grass,Tentacles,1.5,71.0,31.6,85,110,76,65,82,56,474,79.0,17.03,60,6,70,166,Medium Fast,1000000,False,Phantump,True,False,True,False,False,False,False,False,False,False,0.5,Elder Tree ,Grass,Amorphous,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
710,Average Size Pumpkaboo,Ghost,Grass,Ball,0.4,5.0,31.3,49,66,70,44,55,51,335,55.83,9.26,120,6,70,67,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Pumpkin ,Amorphous,,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
710,Large Size Pumpkaboo,Ghost,Grass,Ball,0.5,7.5,30.0,54,66,70,44,55,46,335,55.83,9.53,120,6,70,67,Medium Fast,1000000,True,,False,False,False,False,False,False,False,False,False,False,0.5,Pumpkin ,Amorphous,,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
710,Small Size Pumpkaboo,Ghost,Grass,Ball,0.3,3.5,38.9,44,66,70,44,55,56,335,55.83,9.87,120,6,70,67,Medium Fast,1000000,True,,False,False,False,False,False,False,False,False,False,False,0.5,Pumpkin ,Amorphous,,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
710,Super Size Pumpkaboo,Ghost,Grass,Ball,0.8,15.0,23.4,59,66,70,44,55,41,335,55.83,10.61,120,6,70,67,Medium Fast,1000000,True,,False,False,False,False,False,False,False,False,False,False,0.5,Pumpkin ,Amorphous,,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
711,Average Size Gourgeist,Ghost,Grass,Blob,0.9,12.5,15.4,65,90,122,58,75,84,494,82.33,20.74,60,6,70,173,Medium Fast,1000000,False,Pumpkaboo,False,False,True,False,False,False,False,False,False,False,0.5,Pumpkin ,Amorphous,,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
711,Large Size Gourgeist,Ghost,Grass,Blob,1.1,14.0,11.6,75,95,122,58,75,69,494,82.33,20.86,60,6,70,173,Medium Fast,1000000,False,Pumpkaboo,False,False,False,False,False,False,False,False,False,False,0.5,Pumpkin ,Amorphous,,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
711,Small Size Gourgeist,Ghost,Grass,Blob,0.7,9.5,19.4,55,85,122,58,75,99,494,82.33,23.28,60,6,70,173,Medium Fast,1000000,False,Pumpkaboo,False,False,False,False,False,False,False,False,False,False,0.5,Pumpkin ,Amorphous,,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
711,Super Size Gourgeist,Ghost,Grass,Blob,1.7,39.0,13.5,85,100,122,58,75,54,494,82.33,23.6,60,6,70,173,Medium Fast,1000000,False,Pumpkaboo,False,False,False,False,False,False,False,False,False,False,0.5,Pumpkin ,Amorphous,,20,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
712,Bergmite,Ice,,Quadruped,1.0,99.5,99.5,55,69,85,32,35,28,304,50.67,20.98,190,6,70,61,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Ice Chunk ,Monster,Mineral,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
713,Avalugg,Ice,,Quadruped,2.0,505.0,126.3,95,117,184,44,46,28,514,85.67,53.81,55,6,70,180,Medium Fast,1000000,False,Bergmite,True,False,True,False,False,False,False,False,False,False,0.5,Iceberg ,Monster,Mineral,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
714,Noibat,Flying,Dragon,Wings,0.5,8.0,32.0,40,30,35,45,40,55,245,40.83,7.86,190,6,70,49,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Sound Wave ,Flying,Dragon,20,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
715,Noivern,Flying,Dragon,Wings,1.5,85.0,37.8,85,70,80,97,80,123,535,89.17,17.12,45,6,70,187,Medium Fast,1000000,False,Noibat,True,False,True,False,False,False,False,False,False,False,0.5,Sound Wave ,Flying,Dragon,20,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
716,Xerneas,Fairy,,Quadruped,3.0,215.0,23.9,126,131,95,131,98,99,680,113.33,16.13,45,6,0,306,Slow,1250000,False,,True,False,True,False,False,False,True,True,False,True,0.0,Life ,Undiscovered,,120,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
717,Yveltal,Dark,Flying,Wings,5.8,203.0,6.0,126,131,95,131,98,99,680,113.33,16.13,45,6,0,306,Slow,1250000,False,,True,False,True,False,False,False,False,True,False,True,0.0,Destruction ,Undiscovered,,120,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
718,Zygarde,Dragon,Ground,Squiggle,5.0,305.0,12.2,108,100,121,81,95,95,600,100.0,12.36,3,6,0,270,Slow,1250000,False,,True,False,True,False,False,False,False,True,False,True,0.0,Order ,Undiscovered,,120,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
718,Zygarde Complete,Dragon,Ground,Squiggle,4.5,610.0,30.1,216,100,121,91,95,85,708,118.0,45.25,3,6,0,319,Slow,1250000,False,,True,False,False,False,False,False,False,True,False,True,0.0,Order ,Undiscovered,,120,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
718,Zygarde Fifty Percent,Dragon,Ground,Squiggle,5.0,305.0,12.2,108,100,121,81,95,95,600,100.0,12.36,3,7,0,270,Slow,1250000,False,,True,False,False,False,False,False,False,True,False,True,0.0,Order ,Undiscovered,,120,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
718,Zygarde Ten Percent,Dragon,Ground,Squiggle,1.2,33.5,23.3,54,100,71,61,85,115,486,81.0,21.46,3,6,0,219,Slow,1250000,False,,True,False,False,False,False,False,False,True,False,True,0.0,Order ,Undiscovered,,120,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
719,Diancie,Rock,Fairy,Arms,0.7,8.8,18.0,50,100,150,100,150,50,600,100.0,40.82,3,6,70,270,Slow,1250000,False,,True,False,True,False,False,False,True,False,True,True,0.0,Jewel ,Undiscovered,,25,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
719,Mega Diancie,Rock,Fairy,Arms,1.1,27.8,23.0,50,160,110,160,110,110,700,116.67,37.27,3,6,70,315,Slow,1250000,False,,True,True,False,False,False,False,True,False,True,True,0.0,Jewel ,Undiscovered,,25,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0
720,Hoopa,Psychic,Ghost,Arms,0.5,9.0,36.0,80,110,60,150,130,70,600,100.0,32.66,3,6,100,270,Slow,1250000,False,,True,False,True,False,False,False,False,False,True,True,0.0,Mischief ,Undiscovered,,120,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
720,Hoopa Unbound,Psychic,Dark,Arms,6.5,490.0,11.6,80,160,60,170,130,80,680,113.33,42.3,3,6,100,306,Slow,1250000,False,,True,False,False,False,False,False,False,False,True,True,0.0,Mischief ,Undiscovered,,120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0
721,Volcanion,Fire,Water,Quadruped,1.7,195.0,67.5,80,110,120,130,90,70,600,100.0,21.6,3,6,100,270,Slow,1250000,False,,True,False,True,False,False,False,False,False,True,True,0.0,Steam ,Undiscovered,,120,1.0,0.25,1.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
722,Rowlet,Grass,Flying,Wings,0.3,1.5,16.7,68,55,55,50,50,42,320,53.33,7.87,45,7,70,64,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.125,Grass Quill ,Flying,,15,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
723,Dartrix,Grass,Flying,Wings,0.7,16.0,32.7,78,75,75,70,70,52,420,70.0,8.54,45,7,70,147,Medium Slow,1059860,True,Rowlet,False,False,True,False,False,False,False,False,False,False,0.125,Blade Quill ,Flying,,15,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
724,Decidueye,Grass,Ghost,Wings,1.6,36.6,14.3,78,107,75,100,100,70,530,88.33,14.38,45,7,70,239,Medium Slow,1059860,False,Dartrix,True,False,True,False,False,False,False,False,False,False,0.125,Arrow Quill ,Flying,,15,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
725,Litten,Fire,,Quadruped,0.4,4.3,26.9,45,65,40,60,40,70,320,53.33,12.13,45,7,70,64,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.125,Fire Cat ,Field,,15,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
726,Torracat,Fire,,Quadruped,0.7,25.0,51.0,65,85,50,80,50,90,420,70.0,16.07,45,7,70,147,Medium Slow,1059860,True,Litten,False,False,True,False,False,False,False,False,False,False,0.125,Fire Cat ,Field,,15,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
727,Incineroar,Fire,Dark,Upright,1.8,83.0,25.6,95,115,90,80,90,60,530,88.33,16.5,45,7,70,239,Medium Slow,1059860,False,Torracat,True,False,True,False,False,False,False,False,False,False,0.125,Heel ,Field,,15,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
728,Popplio,Water,,Fish,0.4,7.5,46.9,50,54,54,66,56,40,320,53.33,7.72,45,7,70,64,Medium Slow,1059860,True,,False,False,True,False,False,False,False,False,False,False,0.125,Sea Lion ,Water 1,Field,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
729,Brionne,Water,,Fish,0.6,17.5,48.6,60,69,69,91,81,50,420,70.0,13.32,45,7,70,147,Medium Slow,1059860,True,Popplio,False,False,True,False,False,False,False,False,False,False,0.125,Pop Star ,Water 1,Field,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
730,Primarina,Water,Fairy,Fish,1.8,44.0,13.6,80,74,74,126,116,60,530,88.33,24.04,45,7,70,239,Medium Slow,1059860,False,Brionne,True,False,True,False,False,False,False,False,False,False,0.125,Soloist ,Water 1,Field,15,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
731,Pikipek,Normal,Flying,Wings,0.3,1.2,13.3,35,75,30,30,30,65,265,44.17,18.58,255,7,70,53,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Woodpecker ,Flying,,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
732,Trumbeak,Normal,Flying,Wings,0.6,14.8,41.1,55,85,50,40,50,75,355,59.17,15.66,120,7,70,124,Medium Fast,1000000,True,Pikipek,False,False,True,False,False,False,False,False,False,False,0.5,Bugle Beak ,Flying,,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
733,Toucannon,Normal,Flying,Wings,1.1,26.0,21.5,80,120,75,75,75,60,485,80.83,18.58,45,7,70,218,Medium Fast,1000000,False,Trumbeak,True,False,True,False,False,False,False,False,False,False,0.5,Cannon ,Flying,,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
734,Yungoos,Normal,,Quadruped,0.4,6.0,37.5,48,70,30,30,30,45,253,42.17,14.5,255,7,70,51,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Loitering ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
735,Gumshoos,Normal,,Quadruped,0.7,14.2,29.0,88,110,60,55,60,45,418,69.67,22.26,127,7,70,146,Medium Fast,1000000,False,Yungoos,True,False,True,False,False,False,False,False,False,False,0.5,Stakeout ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
735,Gumshoos Totem,Normal,,Quadruped,1.4,60.0,30.6,88,110,60,55,60,45,418,69.67,22.26,127,8,70,146,Medium Fast,1000000,False,Yungoos,True,False,False,False,False,False,False,False,False,False,0.5,Stakeout ,Field,,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
736,Grubbin,Bug,,Armor,0.4,4.4,27.5,47,62,45,55,45,46,300,50.0,6.38,255,7,70,60,Medium Fast,1000000,True,,False,False,True,False,False,False,False,False,False,False,0.5,Larva ,Bug,,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
737,Charjabug,Bug,Electric,Squiggle,0.5,10.5,42.0,57,82,95,55,75,36,400,66.67,19.48,120,7,70,140,Medium Fast,1000000,True,Grubbin,False,False,True,False,False,False,False,False,False,False,0.5,Battery ,Bug,,15,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
738,Vikavolt,Bug,Electric,Armor,1.5,45.0,20.0,77,70,90,145,75,43,500,83.33,30.99,45,7,70,225,Medium Fast,1000000,False,Charjabug,True,False,True,False,False,False,False,False,False,False,0.5,Stag Beetle ,Bug,,15,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
