SRK_pok,pokemon_name,type_1,type_2,height,weight,hit_points,attack,defense,total_stats,capture_rate,generation,base_happiness,base_experience,exp_type,evolves_from,mega_evolution,alolan_form,galarian_form,forms_switchable,legendary,mythical,genderless,female_rate,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
289,Slaking,Normal, ,2.0,130.5,150,160,100,670,45,3,70,252,Slow,Vigoroth,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
290,Nincada,Bug,Ground,0.5,5.5,31,45,90,266,255,3,70,53,Erratic, ,False,False,False,False,False,False,False,0.5,15,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
291,Ninjask,Bug,Flying,0.8,12.0,61,90,45,456,120,3,70,160,Erratic,Nincada,False,False,False,False,False,False,False,0.5,15,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
292,Shedinja,Bug,Ghost,0.8,1.2,1,90,45,236,45,3,70,83,Erratic,Nincada,False,False,False,False,False,False,True,0.0,15,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0
293,Whismur,Normal, ,0.6,16.3,64,51,23,240,190,3,70,48,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,Loudred,Normal, ,1.0,40.5,84,71,43,360,120,3,70,126,Medium Slow,Whismur,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,Exploud,Normal, ,1.5,84.0,104,91,63,490,45,3,70,221,Medium Slow,Loudred,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
296,Makuhita,Fighting, ,1.0,86.4,72,60,30,237,180,3,70,47,Fluctuating, ,False,False,False,False,False,False,False,0.25,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
297,Hariyama,Fighting, ,2.3,253.8,144,120,60,474,200,3,70,166,Fluctuating,Makuhita,False,False,False,False,False,False,False,0.25,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
298,Azurill,Normal,Fairy,0.2,2.0,50,20,40,190,150,3,70,38,Fast, ,False,False,False,False,False,False,False,0.75,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
299,Nosepass,Rock, ,1.0,97.0,30,45,135,375,255,3,70,75,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
300,Skitty,Normal, ,0.6,11.0,50,45,45,260,255,3,70,52,Fast, ,False,False,False,False,False,False,False,0.75,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
301,Delcatty,Normal, ,1.1,32.6,70,65,65,400,60,3,70,140,Fast,Skitty,False,False,False,False,False,False,False,0.75,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
302,Mega Sableye,Dark,Ghost,0.5,161.0,50,85,125,480,45,6,35,168,Medium Slow, ,True,False,False,True,False,False,False,0.5,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
303,Mawile,Steel,Fairy,0.6,11.5,50,85,85,380,45,3,70,133,Fast, ,False,False,False,True,False,False,False,0.5,20,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
304,Aron,Steel,Rock,0.4,60.0,50,70,100,330,180,3,35,66,Slow, ,False,False,False,False,False,False,False,0.5,35,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
305,Lairon,Steel,Rock,0.9,120.0,60,90,140,430,90,3,35,151,Slow,Aron,False,False,False,False,False,False,False,0.5,35,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
306,Aggron,Steel,Rock,2.1,360.0,70,110,180,530,45,3,35,239,Slow,Lairon,False,False,False,True,False,False,False,0.5,35,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
307,Meditite,Fighting,Psychic,0.6,11.2,30,40,55,280,180,3,70,56,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
308,Medicham,Fighting,Psychic,1.3,31.5,60,60,75,410,90,3,70,144,Medium Fast,Meditite,False,False,False,True,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
309,Electrike,Electric, ,0.6,15.2,40,45,40,295,120,3,70,59,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
310,Manectric,Electric, ,1.5,40.2,70,75,60,475,45,3,70,166,Slow,Electrike,False,False,False,True,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
311,Plusle,Electric, ,0.4,4.2,60,50,40,405,200,3,70,142,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
312,Minun,Electric, ,0.4,4.2,60,40,50,405,200,3,70,142,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
313,Volbeat,Bug, ,0.7,17.7,65,73,75,430,150,3,70,151,Erratic, ,False,False,False,False,False,False,False,0.0,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
314,Illumise,Bug, ,0.6,17.7,65,47,75,430,150,3,70,151,Fluctuating, ,False,False,False,False,False,False,False,1.0,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
315,Roselia,Grass,Poison,0.3,2.0,50,60,45,400,150,3,70,140,Medium Slow,Budew,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
316,Gulpin,Poison, ,0.4,10.3,70,43,53,302,225,3,70,60,Fluctuating, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
317,Swalot,Poison, ,1.7,80.0,100,73,83,467,75,3,70,163,Fluctuating,Gulpin,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
318,Carvanha,Water,Dark,0.8,20.8,45,90,20,305,225,3,35,61,Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
319,Mega Sharpedo,Water,Dark,2.5,130.3,70,140,70,560,60,6,35,196,Slow,Carvanha,True,False,False,True,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
320,Wailmer,Water, ,2.0,130.0,130,70,35,400,125,3,70,80,Fluctuating, ,False,False,False,False,False,False,False,0.5,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
321,Wailord,Water, ,14.5,398.0,170,90,45,500,60,3,70,175,Fluctuating,Wailmer,False,False,False,False,False,False,False,0.5,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
322,Numel,Fire,Ground,0.7,24.0,60,60,40,305,255,3,70,61,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
323,Camerupt,Fire,Ground,1.9,220.0,70,100,70,460,150,3,70,161,Medium Fast,Numel,False,False,False,True,False,False,False,0.5,20,1.0,0.5,4.0,0.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
324,Torkoal,Fire, ,0.5,80.4,70,85,140,470,90,3,70,165,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
325,Spoink,Psychic, ,0.7,30.6,60,25,35,330,255,3,70,66,Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
326,Grumpig,Psychic, ,0.9,71.5,80,45,65,470,60,3,70,165,Fast,Spoink,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
327,Spinda,Normal, ,1.1,5.0,60,60,60,360,255,3,70,126,Fast, ,False,False,False,False,False,False,False,0.5,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
328,Trapinch,Ground, ,0.7,15.0,45,100,45,290,255,3,70,58,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
329,Vibrava,Ground,Dragon,1.1,15.3,50,70,50,340,120,3,70,119,Medium Slow,Trapinch,False,False,False,False,False,False,False,0.5,20,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
330,Flygon,Ground,Dragon,2.0,82.0,80,100,80,520,45,3,70,234,Medium Slow,Vibrava,False,False,False,False,False,False,False,0.5,20,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
331,Cacnea,Grass, ,0.4,51.3,50,85,40,335,190,3,35,67,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,Cacturne,Grass,Dark,1.3,77.4,70,115,60,475,60,3,35,166,Medium Slow,Cacnea,False,False,False,False,False,False,False,0.5,20,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
333,Swablu,Normal,Flying,0.4,1.2,45,40,60,310,255,3,70,62,Erratic, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
334,Altaria,Dragon,Flying,1.1,20.6,75,70,90,490,45,3,70,172,Erratic,Swablu,False,False,False,True,False,False,False,0.5,20,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
335,Zangoose,Normal, ,1.3,40.3,73,115,60,458,90,3,70,160,Erratic, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
336,Seviper,Poison, ,2.7,52.5,73,100,60,458,90,3,70,160,Fluctuating, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
337,Lunatone,Rock,Psychic,1.0,168.0,90,55,65,460,45,3,70,161,Fast, ,False,False,False,False,False,False,True,0.0,25,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
338,Solrock,Rock,Psychic,1.2,154.0,90,95,85,460,45,3,70,161,Fast, ,False,False,False,False,False,False,True,0.0,25,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
339,Barboach,Water,Ground,0.4,1.9,50,48,43,288,190,3,70,58,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
340,Whiscash,Water,Ground,0.9,23.6,110,78,73,468,75,3,70,164,Medium Fast,Barboach,False,False,False,False,False,False,False,0.5,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
341,Corphish,Water, ,0.6,11.5,43,80,65,308,205,3,70,62,Fluctuating, ,False,False,False,False,False,False,False,0.5,15,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
342,Crawdaunt,Water,Dark,1.1,32.8,63,120,85,468,155,3,70,164,Fluctuating,Corphish,False,False,False,False,False,False,False,0.5,15,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
343,Baltoy,Ground,Psychic,0.5,21.5,40,40,55,300,255,3,70,60,Medium Fast, ,False,False,False,False,False,False,True,0.0,20,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
344,Claydol,Ground,Psychic,1.5,108.0,60,70,105,500,90,3,70,175,Medium Fast,Baltoy,False,False,False,False,False,False,True,0.0,20,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
345,Lileep,Rock,Grass,1.0,23.8,66,41,77,355,45,3,70,71,Erratic, ,False,False,False,False,False,False,False,0.125,30,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
346,Cradily,Rock,Grass,1.5,60.4,86,81,97,495,45,3,70,173,Erratic,Lileep,False,False,False,False,False,False,False,0.125,30,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
347,Anorith,Rock,Bug,0.7,12.5,45,95,50,355,45,3,70,71,Erratic, ,False,False,False,False,False,False,False,0.125,30,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
348,Armaldo,Rock,Bug,1.5,68.2,75,125,100,495,45,3,70,173,Erratic,Anorith,False,False,False,False,False,False,False,0.125,30,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
349,Feebas,Water, ,0.6,7.4,20,15,20,200,255,3,70,40,Erratic, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
350,Milotic,Water, ,6.2,162.0,95,60,79,540,60,3,70,189,Erratic,Feebas,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
351,Castform,Normal, ,0.3,0.8,70,70,70,420,45,3,70,147,Medium Fast, ,False,False,False,True,False,False,False,0.5,25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
352,Kecleon,Normal, ,1.0,22.0,60,90,70,440,200,3,70,154,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
353,Shuppet,Ghost, ,0.6,2.3,44,75,35,295,225,3,35,59,Fast, ,False,False,False,False,False,False,False,0.5,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
354,Banette,Ghost, ,1.1,12.5,64,115,65,455,45,3,35,159,Fast,Shuppet,False,False,False,True,False,False,False,0.5,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
355,Duskull,Ghost, ,0.8,15.0,20,40,90,295,190,3,35,59,Fast, ,False,False,False,False,False,False,False,0.5,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
356,Dusclops,Ghost, ,1.6,30.6,40,70,130,455,90,3,35,159,Fast,Duskull,False,False,False,False,False,False,False,0.5,25,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
357,Tropius,Grass,Flying,2.0,100.0,99,68,83,460,200,3,70,161,Slow, ,False,False,False,False,False,False,False,0.5,25,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
358,Chimecho,Psychic, ,0.6,1.0,75,50,80,455,45,3,70,159,Fast,Chingling,False,False,False,False,False,False,False,0.5,25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
359,Absol,Dark, ,1.2,47.0,65,130,60,465,30,3,35,163,Medium Slow, ,False,False,False,True,False,False,False,0.5,25,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
360,Wynaut,Psychic, ,0.6,14.0,95,23,48,260,125,3,70,52,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
361,Snorunt,Ice, ,0.7,16.8,50,50,50,300,190,3,70,60,Medium Fast, ,False,False,False,False,False,False,False,0.5,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
362,Glalie,Ice, ,1.5,256.5,80,80,80,480,75,3,70,168,Medium Fast,Snorunt,False,False,False,True,False,False,False,0.5,20,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
363,Spheal,Ice,Water,0.8,39.5,70,40,50,290,255,3,70,58,Medium Slow, ,False,False,False,False,False,False,False,0.5,20,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
364,Sealeo,Ice,Water,1.1,87.6,90,60,70,410,120,3,70,144,Medium Slow,Spheal,False,False,False,False,False,False,False,0.5,20,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
365,Walrein,Ice,Water,1.4,150.6,110,80,90,530,45,3,70,239,Medium Slow,Sealeo,False,False,False,False,False,False,False,0.5,20,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
366,Clamperl,Water, ,0.4,52.5,35,64,85,345,255,3,70,69,Erratic, ,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
367,Huntail,Water, ,1.7,27.0,55,104,105,485,60,3,70,170,Erratic,Clamperl,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
368,Gorebyss,Water, ,1.8,22.6,55,84,105,485,60,3,70,170,Erratic,Clamperl,False,False,False,False,False,False,False,0.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
369,Relicanth,Water,Rock,1.0,23.4,100,90,130,485,25,3,70,170,Slow, ,False,False,False,False,False,False,False,0.125,40,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
370,Luvdisc,Water, ,0.6,8.7,43,30,55,330,225,3,70,116,Fast, ,False,False,False,False,False,False,False,0.75,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
371,Bagon,Dragon, ,0.6,42.1,45,75,60,300,45,3,35,60,Slow, ,False,False,False,False,False,False,False,0.5,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
372,Shelgon,Dragon, ,1.1,110.5,65,95,100,420,45,3,35,147,Slow,Bagon,False,False,False,False,False,False,False,0.5,40,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
373,Mega Salamence,Dragon,Flying,1.8,112.6,95,145,130,700,45,6,35,315,Slow,Shelgon,True,False,False,True,False,False,False,0.5,40,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
374,Beldum,Steel,Psychic,0.6,95.2,40,55,80,300,3,3,35,60,Slow, ,False,False,False,False,False,False,True,0.0,40,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
375,Metang,Steel,Psychic,1.2,202.5,60,75,100,420,3,3,35,147,Slow,Beldum,False,False,False,False,False,False,True,0.0,40,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
376,Mega Metagross,Steel,Psychic,2.5,942.9,80,145,150,700,3,6,35,315,Slow,Metang,True,False,False,True,False,False,True,0.0,40,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
377,Regirock,Rock, ,1.7,230.0,80,100,200,580,3,3,35,261,Slow, ,False,False,False,False,True,False,True,0.0,80,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
378,Regice,Ice, ,1.8,175.0,80,50,100,580,3,3,35,261,Slow, ,False,False,False,False,True,False,True,0.0,80,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
379,Registeel,Steel, ,1.9,205.0,80,75,150,580,3,3,35,261,Slow, ,False,False,False,False,True,False,True,0.0,80,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
380,Latias,Dragon,Psychic,1.4,40.0,80,80,90,600,3,3,90,270,Slow, ,False,False,False,True,True,False,False,1.0,120,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
381,Latios,Dragon,Psychic,2.0,60.0,80,90,80,600,3,3,90,270,Slow, ,False,False,False,True,True,False,False,0.0,120,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
382,Kyogre,Water, ,4.5,352.0,100,100,90,670,3,3,0,302,Slow, ,False,False,False,True,True,False,True,0.0,120,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
383,Groudon,Ground, ,3.5,950.0,100,150,140,670,3,3,0,302,Slow, ,False,False,False,True,True,False,True,0.0,120,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
384,Mega Rayquaza,Dragon,Flying,10.8,392.0,105,180,100,780,45,6,0,351,Slow, ,True,False,False,True,True,False,True,0.0,120,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
385,Jirachi,Steel,Psychic,0.3,1.1,100,100,100,600,3,3,100,270,Slow, ,False,False,False,False,False,True,True,0.0,120,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
386,Deoxys Attack Form,Psychic, ,1.7,60.8,50,180,20,600,3,3,0,270,Slow, ,False,False,False,True,False,True,True,0.0,120,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
